ID	;	x	;	y	;	score
0	;	172.0000	;	10.0000	;	0.907
1	;	182.0000	;	30.0000	;	0.776
2	;	178.0000	;	28.0000	;	0.716
3	;	158.0000	;	36.0000	;	0.331
4	;	154.0000	;	22.0000	;	0.172
5	;	186.0000	;	32.0000	;	0.718
6	;	160.0000	;	38.0000	;	0.384
7	;	156.0000	;	24.0000	;	0.170
8	;	174.0000	;	78.0000	;	0.615
9	;	168.0000	;	116.0000	;	0.527
10	;	168.0000	;	158.0000	;	0.380
11	;	180.0000	;	80.0000	;	0.746
12	;	168.0000	;	118.0000	;	0.744
13	;	168.0000	;	160.0000	;	0.707
15	;	176.0000	;	8.0000	;	0.734
17	;	186.0000	;	10.0000	;	0.926
