ID	;	x	;	y	;	score
0	;	61650.0000	;	5568.7500	;	0.871
1	;	59400.0000	;	8100.0000	;	0.819
2	;	59850.0000	;	7593.7500	;	0.883
3	;	67050.0000	;	7846.8750	;	0.841
4	;	67500.0000	;	5062.5000	;	0.626
5	;	57150.0000	;	8353.1250	;	0.527
6	;	65700.0000	;	8100.0000	;	0.106
8	;	60300.0000	;	15693.7500	;	0.648
9	;	62550.0000	;	22021.8750	;	0.800
10	;	63900.0000	;	28603.1250	;	0.866
11	;	58500.0000	;	15693.7500	;	0.485
14	;	60300.0000	;	5315.6250	;	0.875
15	;	62100.0000	;	5315.6250	;	0.801
16	;	58500.0000	;	5821.8750	;	0.872
