ID	;	x	;	y	;	score
0	;	170.0000	;	8.0000	;	0.824
1	;	182.0000	;	26.0000	;	0.770
2	;	176.0000	;	24.0000	;	0.628
3	;	158.0000	;	36.0000	;	0.242
4	;	156.0000	;	24.0000	;	0.118
5	;	186.0000	;	26.0000	;	0.882
6	;	162.0000	;	34.0000	;	0.544
7	;	158.0000	;	20.0000	;	0.278
8	;	172.0000	;	74.0000	;	0.649
9	;	164.0000	;	114.0000	;	0.562
10	;	164.0000	;	154.0000	;	0.502
11	;	180.0000	;	76.0000	;	0.804
12	;	166.0000	;	114.0000	;	0.660
13	;	168.0000	;	156.0000	;	0.724
15	;	174.0000	;	6.0000	;	0.855
17	;	184.0000	;	8.0000	;	0.725
