ID	;	x	;	y	;	score
0	;	96.0000	;	18.0000	;	0.481
1	;	94.0000	;	38.0000	;	0.785
2	;	96.0000	;	38.0000	;	0.691
3	;	74.0000	;	40.0000	;	0.245
4	;	66.0000	;	32.0000	;	0.305
5	;	90.0000	;	36.0000	;	0.858
6	;	64.0000	;	40.0000	;	0.691
7	;	60.0000	;	28.0000	;	0.543
8	;	74.0000	;	78.0000	;	0.614
9	;	66.0000	;	120.0000	;	0.513
10	;	68.0000	;	158.0000	;	0.474
11	;	72.0000	;	78.0000	;	0.711
12	;	66.0000	;	122.0000	;	0.736
13	;	74.0000	;	162.0000	;	0.704
15	;	98.0000	;	18.0000	;	0.607
17	;	102.0000	;	24.0000	;	0.724
