ID	;	x	;	y	;	score
0	;	226.0000	;	32.0000	;	0.818
1	;	226.0000	;	52.0000	;	0.734
2	;	224.0000	;	52.0000	;	0.734
3	;	254.0000	;	60.0000	;	0.754
4	;	258.0000	;	40.0000	;	0.618
5	;	226.0000	;	50.0000	;	0.629
6	;	250.0000	;	58.0000	;	0.149
7	;	256.0000	;	40.0000	;	0.278
8	;	236.0000	;	100.0000	;	0.752
9	;	242.0000	;	138.0000	;	0.730
10	;	240.0000	;	170.0000	;	0.413
11	;	242.0000	;	98.0000	;	0.611
12	;	246.0000	;	138.0000	;	0.560
13	;	246.0000	;	168.0000	;	0.388
14	;	220.0000	;	32.0000	;	0.812
15	;	226.0000	;	30.0000	;	0.921
16	;	214.0000	;	38.0000	;	0.825
