ID	;	x	;	y	;	score
0	;	136.0000	;	18.0000	;	0.904
1	;	140.0000	;	38.0000	;	0.688
2	;	138.0000	;	38.0000	;	0.481
3	;	108.0000	;	42.0000	;	0.236
5	;	140.0000	;	40.0000	;	0.713
6	;	106.0000	;	40.0000	;	0.769
7	;	104.0000	;	20.0000	;	0.486
8	;	134.0000	;	92.0000	;	0.521
9	;	124.0000	;	136.0000	;	0.558
10	;	114.0000	;	170.0000	;	0.188
11	;	134.0000	;	94.0000	;	0.706
12	;	124.0000	;	138.0000	;	0.679
13	;	118.0000	;	172.0000	;	0.320
14	;	136.0000	;	16.0000	;	0.726
15	;	142.0000	;	18.0000	;	0.882
17	;	148.0000	;	24.0000	;	0.839
