ID	;	x	;	y	;	score
0	;	59850.0000	;	4556.2500	;	0.551
1	;	56700.0000	;	6834.3750	;	0.903
2	;	60300.0000	;	6328.1250	;	0.782
3	;	67050.0000	;	5821.8750	;	0.878
4	;	67950.0000	;	2531.2500	;	0.429
5	;	53100.0000	;	7593.7500	;	0.888
6	;	54000.0000	;	11137.5000	;	0.323
8	;	62100.0000	;	13162.5000	;	0.799
9	;	64350.0000	;	19996.8750	;	0.739
10	;	65700.0000	;	25312.5000	;	0.676
11	;	56700.0000	;	13668.7500	;	0.787
12	;	61200.0000	;	19743.7500	;	0.650
13	;	65700.0000	;	25312.5000	;	0.607
14	;	59400.0000	;	4050.0000	;	0.595
16	;	57600.0000	;	4303.1250	;	0.788
