ID	;	x	;	y	;	score
0	;	166.0000	;	32.0000	;	0.667
1	;	176.0000	;	44.0000	;	0.738
2	;	172.0000	;	42.0000	;	0.729
3	;	154.0000	;	48.0000	;	0.410
4	;	150.0000	;	32.0000	;	0.360
5	;	180.0000	;	44.0000	;	0.826
6	;	160.0000	;	48.0000	;	0.432
7	;	158.0000	;	34.0000	;	0.550
8	;	164.0000	;	82.0000	;	0.687
9	;	158.0000	;	112.0000	;	0.576
10	;	162.0000	;	144.0000	;	0.618
11	;	170.0000	;	84.0000	;	0.821
12	;	156.0000	;	112.0000	;	0.748
13	;	158.0000	;	144.0000	;	0.720
15	;	168.0000	;	28.0000	;	0.783
17	;	176.0000	;	28.0000	;	0.877
