ID	;	x	;	y	;	score
0	;	168.0000	;	30.0000	;	0.737
1	;	176.0000	;	44.0000	;	0.730
2	;	172.0000	;	42.0000	;	0.694
3	;	156.0000	;	48.0000	;	0.321
4	;	154.0000	;	34.0000	;	0.379
5	;	180.0000	;	44.0000	;	0.851
6	;	160.0000	;	50.0000	;	0.501
7	;	156.0000	;	34.0000	;	0.551
8	;	164.0000	;	82.0000	;	0.659
9	;	160.0000	;	114.0000	;	0.578
10	;	160.0000	;	144.0000	;	0.601
11	;	170.0000	;	84.0000	;	0.819
12	;	156.0000	;	114.0000	;	0.730
13	;	158.0000	;	144.0000	;	0.741
15	;	170.0000	;	26.0000	;	0.918
17	;	178.0000	;	28.0000	;	0.945
