ID	;	x	;	y	;	score
0	;	86.0000	;	22.0000	;	0.390
1	;	92.0000	;	38.0000	;	0.780
2	;	94.0000	;	36.0000	;	0.532
3	;	70.0000	;	40.0000	;	0.101
4	;	70.0000	;	26.0000	;	0.184
5	;	90.0000	;	38.0000	;	0.851
6	;	62.0000	;	42.0000	;	0.822
7	;	66.0000	;	22.0000	;	0.689
8	;	84.0000	;	84.0000	;	0.611
9	;	70.0000	;	122.0000	;	0.485
10	;	68.0000	;	160.0000	;	0.599
11	;	86.0000	;	86.0000	;	0.719
12	;	74.0000	;	122.0000	;	0.755
13	;	74.0000	;	164.0000	;	0.660
15	;	88.0000	;	20.0000	;	0.446
17	;	94.0000	;	24.0000	;	0.672
