ID	;	x	;	y	;	score
0	;	168.0000	;	26.0000	;	0.878
1	;	180.0000	;	42.0000	;	0.697
2	;	180.0000	;	40.0000	;	0.503
3	;	154.0000	;	46.0000	;	0.222
4	;	154.0000	;	28.0000	;	0.311
5	;	178.0000	;	42.0000	;	0.757
6	;	152.0000	;	44.0000	;	0.753
7	;	154.0000	;	26.0000	;	0.692
8	;	174.0000	;	84.0000	;	0.571
9	;	164.0000	;	116.0000	;	0.789
10	;	162.0000	;	150.0000	;	0.731
11	;	174.0000	;	84.0000	;	0.766
12	;	158.0000	;	116.0000	;	0.733
13	;	162.0000	;	150.0000	;	0.735
15	;	172.0000	;	24.0000	;	0.843
17	;	180.0000	;	26.0000	;	0.975
