ID	;	x	;	y	;	score
0	;	168.0000	;	32.0000	;	0.783
1	;	174.0000	;	44.0000	;	0.775
2	;	168.0000	;	44.0000	;	0.738
3	;	150.0000	;	46.0000	;	0.503
4	;	152.0000	;	32.0000	;	0.494
5	;	180.0000	;	46.0000	;	0.797
6	;	160.0000	;	48.0000	;	0.506
7	;	156.0000	;	34.0000	;	0.648
8	;	164.0000	;	86.0000	;	0.807
9	;	158.0000	;	118.0000	;	0.697
10	;	160.0000	;	148.0000	;	0.655
11	;	172.0000	;	88.0000	;	0.811
12	;	158.0000	;	118.0000	;	0.816
13	;	158.0000	;	146.0000	;	0.617
14	;	166.0000	;	30.0000	;	0.786
15	;	172.0000	;	30.0000	;	0.958
17	;	180.0000	;	32.0000	;	0.848
