ID	;	x	;	y	;	score
0	;	250.0000	;	12.0000	;	0.975
1	;	242.0000	;	38.0000	;	0.591
2	;	238.0000	;	38.0000	;	0.677
3	;	286.0000	;	42.0000	;	0.779
4	;	288.0000	;	12.0000	;	0.676
5	;	244.0000	;	38.0000	;	0.481
6	;	284.0000	;	42.0000	;	0.121
8	;	238.0000	;	112.0000	;	0.597
9	;	262.0000	;	168.0000	;	0.701
10	;	264.0000	;	226.0000	;	0.570
11	;	248.0000	;	110.0000	;	0.517
12	;	268.0000	;	166.0000	;	0.650
13	;	272.0000	;	224.0000	;	0.249
14	;	244.0000	;	10.0000	;	0.905
15	;	250.0000	;	8.0000	;	0.511
16	;	232.0000	;	16.0000	;	0.858
