ID	;	x	;	y	;	score
0	;	164.0000	;	34.0000	;	0.758
1	;	176.0000	;	44.0000	;	0.699
2	;	174.0000	;	42.0000	;	0.643
3	;	156.0000	;	48.0000	;	0.235
4	;	150.0000	;	34.0000	;	0.222
5	;	180.0000	;	44.0000	;	0.864
6	;	156.0000	;	48.0000	;	0.619
7	;	154.0000	;	32.0000	;	0.556
8	;	166.0000	;	82.0000	;	0.691
9	;	158.0000	;	114.0000	;	0.594
10	;	162.0000	;	144.0000	;	0.646
11	;	172.0000	;	84.0000	;	0.842
12	;	158.0000	;	116.0000	;	0.760
13	;	160.0000	;	146.0000	;	0.650
15	;	166.0000	;	30.0000	;	0.790
17	;	174.0000	;	28.0000	;	0.878
