ID	;	x	;	y	;	score
0	;	146.0000	;	60.0000	;	0.402
1	;	154.0000	;	72.0000	;	0.677
2	;	156.0000	;	72.0000	;	0.528
3	;	134.0000	;	72.0000	;	0.121
4	;	128.0000	;	56.0000	;	0.150
5	;	150.0000	;	72.0000	;	0.675
6	;	128.0000	;	74.0000	;	0.664
7	;	122.0000	;	54.0000	;	0.432
8	;	158.0000	;	112.0000	;	0.550
9	;	146.0000	;	144.0000	;	0.490
10	;	142.0000	;	170.0000	;	0.126
11	;	158.0000	;	112.0000	;	0.708
12	;	146.0000	;	146.0000	;	0.755
13	;	140.0000	;	172.0000	;	0.373
15	;	148.0000	;	58.0000	;	0.412
17	;	152.0000	;	60.0000	;	0.693
