ID	;	x	;	y	;	score
0	;	134.0000	;	10.0000	;	0.637
1	;	146.0000	;	28.0000	;	0.769
2	;	148.0000	;	28.0000	;	0.566
3	;	136.0000	;	52.0000	;	0.152
4	;	126.0000	;	62.0000	;	0.187
5	;	144.0000	;	28.0000	;	0.779
6	;	120.0000	;	12.0000	;	0.592
7	;	120.0000	;	6.0000	;	0.391
8	;	142.0000	;	78.0000	;	0.497
9	;	128.0000	;	118.0000	;	0.465
10	;	126.0000	;	156.0000	;	0.260
11	;	140.0000	;	78.0000	;	0.741
12	;	126.0000	;	120.0000	;	0.802
13	;	128.0000	;	162.0000	;	0.684
15	;	138.0000	;	8.0000	;	0.657
17	;	146.0000	;	12.0000	;	1.026
