ID	;	x	;	y	;	score
0	;	92.0000	;	20.0000	;	0.565
1	;	94.0000	;	38.0000	;	0.703
2	;	98.0000	;	38.0000	;	0.660
3	;	74.0000	;	40.0000	;	0.129
4	;	72.0000	;	30.0000	;	0.193
5	;	90.0000	;	36.0000	;	0.869
6	;	62.0000	;	40.0000	;	0.743
7	;	66.0000	;	22.0000	;	0.774
8	;	80.0000	;	84.0000	;	0.627
9	;	70.0000	;	124.0000	;	0.546
10	;	68.0000	;	160.0000	;	0.493
11	;	80.0000	;	86.0000	;	0.745
12	;	70.0000	;	124.0000	;	0.812
13	;	74.0000	;	162.0000	;	0.692
15	;	94.0000	;	20.0000	;	0.593
17	;	98.0000	;	24.0000	;	0.766
