ID	;	x	;	y	;	score
0	;	122.0000	;	22.0000	;	0.825
1	;	132.0000	;	38.0000	;	0.768
2	;	134.0000	;	36.0000	;	0.506
3	;	104.0000	;	40.0000	;	0.110
5	;	130.0000	;	38.0000	;	0.754
6	;	100.0000	;	38.0000	;	0.780
7	;	96.0000	;	14.0000	;	0.572
8	;	148.0000	;	94.0000	;	0.553
9	;	126.0000	;	132.0000	;	0.430
10	;	116.0000	;	172.0000	;	0.229
11	;	148.0000	;	96.0000	;	0.735
12	;	126.0000	;	132.0000	;	0.842
13	;	116.0000	;	172.0000	;	0.506
14	;	120.0000	;	18.0000	;	0.773
15	;	126.0000	;	20.0000	;	0.856
17	;	136.0000	;	22.0000	;	0.851
