ID	;	x	;	y	;	score
0	;	60300.0000	;	5821.8750	;	0.936
1	;	59400.0000	;	8353.1250	;	0.791
2	;	59400.0000	;	8606.2500	;	0.793
3	;	67500.0000	;	8606.2500	;	0.611
4	;	68850.0000	;	5821.8750	;	0.570
5	;	61200.0000	;	7846.8750	;	0.465
6	;	66600.0000	;	8353.1250	;	0.331
7	;	67500.0000	;	6328.1250	;	0.175
8	;	60750.0000	;	15946.8750	;	0.718
9	;	63900.0000	;	23287.5000	;	0.805
10	;	64350.0000	;	29109.3750	;	0.759
11	;	61650.0000	;	15693.7500	;	0.534
12	;	64350.0000	;	23034.3750	;	0.244
14	;	59400.0000	;	5568.7500	;	0.912
15	;	60750.0000	;	5315.6250	;	0.920
16	;	57600.0000	;	6328.1250	;	0.984
