ID	;	x	;	y	;	score
0	;	120.0000	;	16.0000	;	0.779
1	;	128.0000	;	30.0000	;	0.680
2	;	124.0000	;	28.0000	;	0.571
3	;	100.0000	;	34.0000	;	0.108
5	;	132.0000	;	30.0000	;	0.828
6	;	100.0000	;	36.0000	;	0.928
7	;	98.0000	;	10.0000	;	0.690
8	;	120.0000	;	88.0000	;	0.575
9	;	114.0000	;	132.0000	;	0.488
10	;	114.0000	;	172.0000	;	0.188
11	;	128.0000	;	88.0000	;	0.670
12	;	116.0000	;	132.0000	;	0.783
13	;	114.0000	;	172.0000	;	0.373
14	;	120.0000	;	12.0000	;	0.675
15	;	124.0000	;	12.0000	;	0.914
17	;	134.0000	;	12.0000	;	0.736
