ID	;	x	;	y	;	score
0	;	152.0000	;	8.0000	;	0.433
1	;	136.0000	;	28.0000	;	0.716
2	;	140.0000	;	28.0000	;	0.796
3	;	172.0000	;	32.0000	;	0.672
4	;	172.0000	;	10.0000	;	0.452
5	;	132.0000	;	28.0000	;	0.595
6	;	160.0000	;	18.0000	;	0.089
7	;	168.0000	;	10.0000	;	0.245
8	;	138.0000	;	92.0000	;	0.726
9	;	154.0000	;	140.0000	;	0.813
10	;	158.0000	;	172.0000	;	0.371
11	;	132.0000	;	92.0000	;	0.631
12	;	154.0000	;	138.0000	;	0.615
13	;	160.0000	;	170.0000	;	0.244
14	;	148.0000	;	8.0000	;	0.436
16	;	140.0000	;	8.0000	;	0.815
