ID	;	x	;	y	;	score
0	;	186.0000	;	36.0000	;	0.993
1	;	176.0000	;	60.0000	;	0.633
2	;	174.0000	;	60.0000	;	0.789
3	;	214.0000	;	62.0000	;	0.736
4	;	218.0000	;	28.0000	;	0.825
5	;	178.0000	;	58.0000	;	0.501
6	;	196.0000	;	92.0000	;	0.159
8	;	180.0000	;	134.0000	;	0.651
9	;	216.0000	;	182.0000	;	0.733
10	;	208.0000	;	230.0000	;	0.105
11	;	188.0000	;	132.0000	;	0.570
12	;	208.0000	;	186.0000	;	0.513
13	;	196.0000	;	216.0000	;	0.393
14	;	178.0000	;	32.0000	;	0.901
15	;	186.0000	;	30.0000	;	0.768
16	;	166.0000	;	38.0000	;	0.816
