ID	;	x	;	y	;	score
0	;	260.0000	;	16.0000	;	0.822
1	;	242.0000	;	38.0000	;	0.662
2	;	236.0000	;	38.0000	;	0.760
3	;	288.0000	;	40.0000	;	0.653
4	;	286.0000	;	14.0000	;	0.519
5	;	248.0000	;	38.0000	;	0.483
6	;	286.0000	;	40.0000	;	0.097
8	;	240.0000	;	112.0000	;	0.610
9	;	262.0000	;	170.0000	;	0.765
10	;	266.0000	;	226.0000	;	0.564
11	;	250.0000	;	110.0000	;	0.561
12	;	268.0000	;	168.0000	;	0.642
13	;	268.0000	;	224.0000	;	0.204
14	;	256.0000	;	10.0000	;	0.818
15	;	262.0000	;	12.0000	;	0.757
16	;	242.0000	;	10.0000	;	0.923
