ID	;	x	;	y	;	score
0	;	134.0000	;	12.0000	;	0.679
1	;	148.0000	;	20.0000	;	0.708
2	;	144.0000	;	18.0000	;	0.491
3	;	124.0000	;	26.0000	;	0.237
4	;	120.0000	;	18.0000	;	0.144
5	;	152.0000	;	20.0000	;	0.794
6	;	124.0000	;	24.0000	;	0.755
7	;	124.0000	;	10.0000	;	0.739
8	;	140.0000	;	72.0000	;	0.583
9	;	136.0000	;	114.0000	;	0.464
10	;	146.0000	;	154.0000	;	0.356
11	;	146.0000	;	72.0000	;	0.628
12	;	130.0000	;	114.0000	;	0.729
13	;	130.0000	;	154.0000	;	0.682
15	;	136.0000	;	10.0000	;	0.684
17	;	144.0000	;	8.0000	;	0.763
