ID	;	x	;	y	;	score
0	;	190.0000	;	34.0000	;	0.280
1	;	182.0000	;	46.0000	;	0.711
2	;	184.0000	;	46.0000	;	0.790
3	;	206.0000	;	42.0000	;	0.760
4	;	210.0000	;	22.0000	;	0.668
5	;	180.0000	;	46.0000	;	0.612
6	;	200.0000	;	44.0000	;	0.126
7	;	204.0000	;	32.0000	;	0.102
8	;	186.0000	;	92.0000	;	0.732
9	;	198.0000	;	122.0000	;	0.614
10	;	198.0000	;	158.0000	;	0.707
11	;	186.0000	;	90.0000	;	0.589
12	;	198.0000	;	120.0000	;	0.488
13	;	202.0000	;	154.0000	;	0.475
14	;	190.0000	;	32.0000	;	0.338
16	;	188.0000	;	32.0000	;	0.866
