ID	;	x	;	y	;	score
0	;	220.0000	;	34.0000	;	0.827
1	;	224.0000	;	52.0000	;	0.707
2	;	224.0000	;	54.0000	;	0.735
3	;	254.0000	;	56.0000	;	0.659
4	;	256.0000	;	34.0000	;	0.577
5	;	226.0000	;	48.0000	;	0.536
6	;	244.0000	;	48.0000	;	0.088
8	;	234.0000	;	100.0000	;	0.762
9	;	240.0000	;	140.0000	;	0.765
10	;	240.0000	;	170.0000	;	0.418
11	;	242.0000	;	98.0000	;	0.603
12	;	248.0000	;	136.0000	;	0.546
13	;	250.0000	;	166.0000	;	0.496
14	;	214.0000	;	34.0000	;	0.767
15	;	220.0000	;	30.0000	;	0.857
16	;	210.0000	;	40.0000	;	0.765
