ID	;	x	;	y	;	score
0	;	134.0000	;	10.0000	;	0.381
1	;	148.0000	;	26.0000	;	0.802
2	;	154.0000	;	28.0000	;	0.714
3	;	140.0000	;	52.0000	;	0.314
4	;	126.0000	;	58.0000	;	0.437
5	;	144.0000	;	24.0000	;	0.746
6	;	118.0000	;	14.0000	;	0.715
7	;	118.0000	;	8.0000	;	0.274
8	;	146.0000	;	76.0000	;	0.641
9	;	130.0000	;	116.0000	;	0.605
10	;	124.0000	;	154.0000	;	0.436
11	;	142.0000	;	76.0000	;	0.714
12	;	126.0000	;	118.0000	;	0.778
13	;	128.0000	;	162.0000	;	0.678
15	;	138.0000	;	8.0000	;	0.427
17	;	144.0000	;	10.0000	;	0.880
