ID	;	x	;	y	;	score
0	;	62100.0000	;	5821.8750	;	0.613
1	;	59850.0000	;	8353.1250	;	0.820
2	;	59400.0000	;	7846.8750	;	0.863
3	;	67500.0000	;	7593.7500	;	0.719
4	;	67950.0000	;	4556.2500	;	0.447
8	;	59400.0000	;	15187.5000	;	0.658
9	;	63000.0000	;	21262.5000	;	0.812
10	;	63900.0000	;	27843.7500	;	0.719
11	;	61650.0000	;	15187.5000	;	0.580
12	;	63900.0000	;	21009.3750	;	0.442
13	;	64800.0000	;	27590.6250	;	0.312
14	;	60750.0000	;	5568.7500	;	0.646
15	;	62550.0000	;	5568.7500	;	0.501
16	;	58950.0000	;	6075.0000	;	0.653
17	;	63450.0000	;	5568.7500	;	0.168
