ID	;	x	;	y	;	score
0	;	134.0000	;	8.0000	;	0.547
1	;	148.0000	;	24.0000	;	0.720
2	;	154.0000	;	26.0000	;	0.702
3	;	142.0000	;	52.0000	;	0.334
4	;	128.0000	;	60.0000	;	0.490
5	;	144.0000	;	24.0000	;	0.656
6	;	118.0000	;	14.0000	;	0.733
7	;	120.0000	;	8.0000	;	0.211
8	;	148.0000	;	74.0000	;	0.581
9	;	132.0000	;	116.0000	;	0.546
10	;	128.0000	;	154.0000	;	0.246
11	;	146.0000	;	74.0000	;	0.741
12	;	130.0000	;	116.0000	;	0.892
13	;	128.0000	;	162.0000	;	0.733
15	;	138.0000	;	6.0000	;	0.742
17	;	146.0000	;	8.0000	;	0.917
