ID	;	x	;	y	;	score
0	;	84.0000	;	32.0000	;	0.778
1	;	96.0000	;	52.0000	;	0.762
2	;	92.0000	;	50.0000	;	0.576
3	;	78.0000	;	80.0000	;	0.224
4	;	72.0000	;	104.0000	;	0.257
5	;	102.0000	;	50.0000	;	0.871
6	;	64.0000	;	54.0000	;	0.813
7	;	66.0000	;	32.0000	;	0.699
8	;	84.0000	;	108.0000	;	0.695
9	;	84.0000	;	156.0000	;	0.653
10	;	76.0000	;	200.0000	;	0.515
11	;	96.0000	;	110.0000	;	0.597
12	;	80.0000	;	156.0000	;	0.753
13	;	74.0000	;	202.0000	;	0.786
15	;	88.0000	;	28.0000	;	0.901
17	;	102.0000	;	30.0000	;	0.853
