ID	;	x	;	y	;	score
0	;	84.0000	;	30.0000	;	0.899
1	;	96.0000	;	50.0000	;	0.764
2	;	90.0000	;	50.0000	;	0.586
3	;	78.0000	;	80.0000	;	0.259
4	;	74.0000	;	104.0000	;	0.317
5	;	104.0000	;	50.0000	;	0.839
6	;	64.0000	;	54.0000	;	0.784
7	;	66.0000	;	32.0000	;	0.678
8	;	86.0000	;	110.0000	;	0.699
9	;	82.0000	;	156.0000	;	0.638
10	;	76.0000	;	200.0000	;	0.508
11	;	98.0000	;	112.0000	;	0.666
12	;	78.0000	;	156.0000	;	0.717
13	;	74.0000	;	202.0000	;	0.799
15	;	88.0000	;	26.0000	;	0.886
17	;	100.0000	;	30.0000	;	0.902
