ID	;	x	;	y	;	score
0	;	176.0000	;	30.0000	;	0.889
1	;	178.0000	;	48.0000	;	0.761
2	;	170.0000	;	46.0000	;	0.830
3	;	152.0000	;	48.0000	;	0.487
4	;	148.0000	;	32.0000	;	0.672
5	;	184.0000	;	50.0000	;	0.645
6	;	174.0000	;	48.0000	;	0.164
8	;	170.0000	;	86.0000	;	0.826
9	;	152.0000	;	106.0000	;	0.629
10	;	158.0000	;	134.0000	;	0.525
11	;	182.0000	;	88.0000	;	0.704
12	;	164.0000	;	118.0000	;	0.876
13	;	162.0000	;	148.0000	;	0.870
14	;	176.0000	;	26.0000	;	0.879
15	;	182.0000	;	28.0000	;	0.887
17	;	188.0000	;	36.0000	;	1.002
