ID	;	x	;	y	;	score
0	;	168.0000	;	32.0000	;	0.793
1	;	176.0000	;	46.0000	;	0.712
2	;	174.0000	;	46.0000	;	0.677
3	;	154.0000	;	48.0000	;	0.340
4	;	154.0000	;	32.0000	;	0.504
5	;	178.0000	;	48.0000	;	0.757
6	;	154.0000	;	48.0000	;	0.617
7	;	154.0000	;	34.0000	;	0.606
8	;	168.0000	;	88.0000	;	0.617
9	;	160.0000	;	118.0000	;	0.713
10	;	162.0000	;	148.0000	;	0.674
11	;	170.0000	;	88.0000	;	0.773
12	;	158.0000	;	118.0000	;	0.830
13	;	158.0000	;	148.0000	;	0.628
15	;	172.0000	;	30.0000	;	0.893
17	;	178.0000	;	34.0000	;	0.929
