ID	;	x	;	y	;	score
0	;	96.0000	;	22.0000	;	0.197
1	;	94.0000	;	36.0000	;	0.765
2	;	96.0000	;	38.0000	;	0.679
3	;	72.0000	;	40.0000	;	0.226
4	;	66.0000	;	30.0000	;	0.332
5	;	90.0000	;	36.0000	;	0.817
6	;	64.0000	;	42.0000	;	0.755
7	;	62.0000	;	26.0000	;	0.662
8	;	82.0000	;	82.0000	;	0.625
9	;	72.0000	;	124.0000	;	0.574
10	;	72.0000	;	160.0000	;	0.461
11	;	78.0000	;	84.0000	;	0.739
12	;	70.0000	;	124.0000	;	0.807
13	;	72.0000	;	164.0000	;	0.651
15	;	98.0000	;	22.0000	;	0.262
16	;	100.0000	;	24.0000	;	0.247
17	;	96.0000	;	24.0000	;	0.521
