ID	;	x	;	y	;	score
0	;	184.0000	;	14.0000	;	0.799
1	;	184.0000	;	32.0000	;	0.696
2	;	176.0000	;	36.0000	;	0.816
3	;	216.0000	;	34.0000	;	0.802
4	;	220.0000	;	8.0000	;	0.689
5	;	192.0000	;	28.0000	;	0.627
6	;	216.0000	;	30.0000	;	0.181
7	;	216.0000	;	12.0000	;	0.241
8	;	172.0000	;	94.0000	;	0.753
9	;	196.0000	;	138.0000	;	0.637
10	;	210.0000	;	170.0000	;	0.170
11	;	186.0000	;	84.0000	;	0.655
12	;	216.0000	;	78.0000	;	0.786
13	;	208.0000	;	120.0000	;	0.740
14	;	178.0000	;	14.0000	;	0.910
15	;	184.0000	;	10.0000	;	0.939
16	;	170.0000	;	20.0000	;	0.932
