ID	;	x	;	y	;	score
0	;	134.0000	;	26.0000	;	0.908
1	;	136.0000	;	46.0000	;	0.667
2	;	134.0000	;	46.0000	;	0.530
3	;	106.0000	;	56.0000	;	0.294
4	;	104.0000	;	46.0000	;	0.117
5	;	138.0000	;	46.0000	;	0.808
6	;	106.0000	;	52.0000	;	0.750
7	;	102.0000	;	30.0000	;	0.628
8	;	118.0000	;	100.0000	;	0.639
9	;	106.0000	;	148.0000	;	0.640
10	;	112.0000	;	196.0000	;	0.349
11	;	122.0000	;	102.0000	;	0.746
12	;	116.0000	;	150.0000	;	0.860
13	;	122.0000	;	202.0000	;	0.907
14	;	132.0000	;	24.0000	;	0.846
15	;	138.0000	;	26.0000	;	0.976
17	;	146.0000	;	32.0000	;	0.810
