ID	;	x	;	y	;	score
0	;	168.0000	;	30.0000	;	0.739
1	;	176.0000	;	44.0000	;	0.725
2	;	174.0000	;	42.0000	;	0.680
3	;	156.0000	;	48.0000	;	0.345
4	;	154.0000	;	34.0000	;	0.393
5	;	180.0000	;	44.0000	;	0.877
6	;	158.0000	;	48.0000	;	0.528
7	;	154.0000	;	32.0000	;	0.594
8	;	166.0000	;	82.0000	;	0.686
9	;	160.0000	;	114.0000	;	0.610
10	;	162.0000	;	144.0000	;	0.649
11	;	170.0000	;	84.0000	;	0.839
12	;	156.0000	;	114.0000	;	0.747
13	;	158.0000	;	144.0000	;	0.756
15	;	170.0000	;	26.0000	;	0.913
17	;	176.0000	;	28.0000	;	0.932
