ID	;	x	;	y	;	score
0	;	90.0000	;	24.0000	;	0.557
1	;	94.0000	;	40.0000	;	0.700
2	;	98.0000	;	40.0000	;	0.665
3	;	74.0000	;	36.0000	;	0.222
4	;	72.0000	;	26.0000	;	0.259
5	;	90.0000	;	38.0000	;	0.819
6	;	62.0000	;	40.0000	;	0.723
7	;	66.0000	;	22.0000	;	0.710
8	;	84.0000	;	88.0000	;	0.561
9	;	76.0000	;	128.0000	;	0.704
10	;	74.0000	;	164.0000	;	0.563
11	;	82.0000	;	88.0000	;	0.752
12	;	72.0000	;	128.0000	;	0.790
13	;	74.0000	;	164.0000	;	0.661
15	;	92.0000	;	22.0000	;	0.621
17	;	98.0000	;	26.0000	;	0.777
