ID	;	x	;	y	;	score
0	;	166.0000	;	26.0000	;	0.827
1	;	174.0000	;	38.0000	;	0.726
2	;	168.0000	;	38.0000	;	0.673
3	;	152.0000	;	42.0000	;	0.328
4	;	154.0000	;	28.0000	;	0.358
5	;	180.0000	;	38.0000	;	0.716
6	;	154.0000	;	42.0000	;	0.699
7	;	154.0000	;	26.0000	;	0.714
8	;	164.0000	;	78.0000	;	0.706
9	;	162.0000	;	112.0000	;	0.695
10	;	162.0000	;	146.0000	;	0.634
11	;	170.0000	;	80.0000	;	0.782
12	;	156.0000	;	112.0000	;	0.733
13	;	158.0000	;	146.0000	;	0.655
14	;	164.0000	;	24.0000	;	0.410
15	;	168.0000	;	22.0000	;	0.743
17	;	176.0000	;	24.0000	;	0.790
