ID	;	x	;	y	;	score
0	;	134.0000	;	8.0000	;	0.614
1	;	148.0000	;	24.0000	;	0.728
2	;	154.0000	;	26.0000	;	0.714
3	;	140.0000	;	50.0000	;	0.265
4	;	128.0000	;	60.0000	;	0.328
5	;	144.0000	;	24.0000	;	0.673
6	;	118.0000	;	14.0000	;	0.742
7	;	120.0000	;	8.0000	;	0.198
8	;	150.0000	;	76.0000	;	0.604
9	;	130.0000	;	114.0000	;	0.427
10	;	126.0000	;	150.0000	;	0.198
11	;	144.0000	;	74.0000	;	0.694
12	;	130.0000	;	116.0000	;	0.884
13	;	128.0000	;	162.0000	;	0.715
15	;	138.0000	;	6.0000	;	0.806
17	;	146.0000	;	8.0000	;	0.930
