ID	;	x	;	y	;	score
0	;	170.0000	;	32.0000	;	0.799
1	;	174.0000	;	46.0000	;	0.814
2	;	168.0000	;	44.0000	;	0.765
3	;	152.0000	;	46.0000	;	0.465
4	;	152.0000	;	32.0000	;	0.592
5	;	180.0000	;	46.0000	;	0.841
6	;	162.0000	;	48.0000	;	0.524
7	;	158.0000	;	34.0000	;	0.578
8	;	164.0000	;	84.0000	;	0.811
9	;	158.0000	;	118.0000	;	0.663
10	;	160.0000	;	148.0000	;	0.637
11	;	172.0000	;	86.0000	;	0.853
12	;	158.0000	;	118.0000	;	0.812
13	;	158.0000	;	148.0000	;	0.641
14	;	168.0000	;	28.0000	;	0.779
15	;	172.0000	;	28.0000	;	0.935
17	;	180.0000	;	32.0000	;	0.846
