ID	;	x	;	y	;	score
0	;	226.0000	;	32.0000	;	0.795
1	;	226.0000	;	52.0000	;	0.780
2	;	224.0000	;	54.0000	;	0.728
3	;	254.0000	;	58.0000	;	0.697
4	;	258.0000	;	38.0000	;	0.607
5	;	228.0000	;	50.0000	;	0.587
6	;	250.0000	;	50.0000	;	0.122
7	;	256.0000	;	38.0000	;	0.247
8	;	234.0000	;	100.0000	;	0.750
9	;	242.0000	;	140.0000	;	0.790
10	;	240.0000	;	172.0000	;	0.468
11	;	242.0000	;	98.0000	;	0.629
12	;	246.0000	;	138.0000	;	0.523
13	;	246.0000	;	170.0000	;	0.306
14	;	220.0000	;	32.0000	;	0.776
15	;	226.0000	;	28.0000	;	0.834
16	;	214.0000	;	38.0000	;	0.765
