ID	;	x	;	y	;	score
0	;	94.0000	;	24.0000	;	0.174
1	;	92.0000	;	40.0000	;	0.692
2	;	96.0000	;	38.0000	;	0.652
3	;	70.0000	;	40.0000	;	0.149
4	;	68.0000	;	28.0000	;	0.250
5	;	88.0000	;	38.0000	;	0.723
6	;	62.0000	;	42.0000	;	0.755
7	;	64.0000	;	24.0000	;	0.592
8	;	84.0000	;	86.0000	;	0.616
9	;	74.0000	;	126.0000	;	0.614
10	;	72.0000	;	164.0000	;	0.463
11	;	84.0000	;	86.0000	;	0.806
12	;	72.0000	;	126.0000	;	0.847
13	;	74.0000	;	166.0000	;	0.666
14	;	94.0000	;	22.0000	;	0.183
16	;	96.0000	;	24.0000	;	0.352
17	;	92.0000	;	24.0000	;	0.453
