ID	;	x	;	y	;	score
0	;	122.0000	;	34.0000	;	0.930
1	;	134.0000	;	52.0000	;	0.699
2	;	132.0000	;	52.0000	;	0.589
3	;	106.0000	;	58.0000	;	0.325
4	;	102.0000	;	40.0000	;	0.229
5	;	138.0000	;	50.0000	;	0.880
6	;	102.0000	;	52.0000	;	0.689
7	;	102.0000	;	32.0000	;	0.628
8	;	130.0000	;	108.0000	;	0.675
9	;	120.0000	;	156.0000	;	0.593
10	;	120.0000	;	204.0000	;	0.432
11	;	136.0000	;	110.0000	;	0.715
12	;	122.0000	;	156.0000	;	0.896
13	;	122.0000	;	208.0000	;	0.786
15	;	126.0000	;	32.0000	;	0.833
17	;	136.0000	;	36.0000	;	0.905
