ID	;	x	;	y	;	score
0	;	88.0000	;	24.0000	;	0.389
1	;	92.0000	;	38.0000	;	0.762
2	;	96.0000	;	38.0000	;	0.664
3	;	72.0000	;	38.0000	;	0.169
4	;	70.0000	;	28.0000	;	0.169
5	;	90.0000	;	38.0000	;	0.852
6	;	62.0000	;	42.0000	;	0.867
7	;	64.0000	;	24.0000	;	0.608
8	;	84.0000	;	86.0000	;	0.607
9	;	72.0000	;	126.0000	;	0.609
10	;	70.0000	;	162.0000	;	0.515
11	;	86.0000	;	88.0000	;	0.735
12	;	72.0000	;	126.0000	;	0.880
13	;	74.0000	;	164.0000	;	0.694
15	;	90.0000	;	22.0000	;	0.482
17	;	94.0000	;	24.0000	;	0.609
