ID	;	x	;	y	;	score
0	;	184.0000	;	6.0000	;	0.807
1	;	182.0000	;	24.0000	;	0.566
2	;	178.0000	;	26.0000	;	0.789
3	;	216.0000	;	30.0000	;	0.843
4	;	220.0000	;	6.0000	;	0.673
5	;	186.0000	;	22.0000	;	0.553
6	;	216.0000	;	30.0000	;	0.165
8	;	194.0000	;	88.0000	;	0.708
9	;	208.0000	;	130.0000	;	0.638
10	;	206.0000	;	172.0000	;	0.426
11	;	204.0000	;	84.0000	;	0.624
12	;	212.0000	;	128.0000	;	0.512
13	;	210.0000	;	170.0000	;	0.151
14	;	178.0000	;	6.0000	;	0.783
15	;	184.0000	;	4.0000	;	0.489
16	;	168.0000	;	10.0000	;	0.850
