ID	;	x	;	y	;	score
0	;	88.0000	;	24.0000	;	0.409
1	;	92.0000	;	38.0000	;	0.793
2	;	96.0000	;	38.0000	;	0.716
3	;	72.0000	;	40.0000	;	0.156
4	;	68.0000	;	28.0000	;	0.255
5	;	88.0000	;	38.0000	;	0.845
6	;	62.0000	;	40.0000	;	0.730
7	;	64.0000	;	24.0000	;	0.627
8	;	84.0000	;	84.0000	;	0.616
9	;	74.0000	;	124.0000	;	0.671
10	;	72.0000	;	162.0000	;	0.488
11	;	82.0000	;	84.0000	;	0.810
12	;	70.0000	;	124.0000	;	0.794
13	;	72.0000	;	164.0000	;	0.622
14	;	92.0000	;	20.0000	;	0.251
15	;	90.0000	;	22.0000	;	0.521
17	;	94.0000	;	24.0000	;	0.603
