ID	;	x	;	y	;	score
0	;	118.0000	;	22.0000	;	0.822
1	;	122.0000	;	40.0000	;	0.721
2	;	124.0000	;	40.0000	;	0.555
3	;	98.0000	;	48.0000	;	0.123
5	;	120.0000	;	40.0000	;	0.730
6	;	92.0000	;	46.0000	;	0.872
7	;	94.0000	;	26.0000	;	0.590
8	;	114.0000	;	90.0000	;	0.595
9	;	106.0000	;	128.0000	;	0.554
10	;	104.0000	;	164.0000	;	0.332
11	;	112.0000	;	90.0000	;	0.705
12	;	106.0000	;	128.0000	;	0.751
13	;	106.0000	;	166.0000	;	0.778
14	;	118.0000	;	18.0000	;	0.784
15	;	122.0000	;	20.0000	;	0.939
17	;	128.0000	;	26.0000	;	0.848
