ID	;	x	;	y	;	score
0	;	172.0000	;	12.0000	;	0.889
1	;	182.0000	;	30.0000	;	0.698
2	;	178.0000	;	28.0000	;	0.676
3	;	158.0000	;	38.0000	;	0.225
4	;	156.0000	;	24.0000	;	0.105
5	;	186.0000	;	32.0000	;	0.759
6	;	162.0000	;	38.0000	;	0.400
7	;	158.0000	;	22.0000	;	0.167
8	;	170.0000	;	78.0000	;	0.619
9	;	164.0000	;	116.0000	;	0.427
10	;	168.0000	;	158.0000	;	0.197
11	;	180.0000	;	80.0000	;	0.729
12	;	168.0000	;	118.0000	;	0.695
13	;	168.0000	;	162.0000	;	0.711
15	;	178.0000	;	10.0000	;	0.839
17	;	186.0000	;	12.0000	;	0.921
